long,lat,order,piece,linkid,group,citycode
-0.073746,51.5091156,1,1,0,0.1,london
-0.0737822,51.508952,2,1,0,0.1,london
-0.0738788,51.5088151,3,1,0,0.1,london
-0.0739405,51.5086899,4,1,0,0.1,london
-0.074041,51.5082608,5,1,0,0.1,london
-0.0741524,51.5077817,6,1,0,0.1,london
-0.0742435,51.50727,7,1,0,0.1,london
-0.0742704,51.507149,8,1,0,0.1,london
-0.074324,51.5070063,9,1,0,0.1,london
-0.0744648,51.5067909,10,1,0,0.1,london
-0.074847,51.5061999,11,1,0,0.1,london
-0.0752038,51.5056874,12,1,0,0.1,london
-0.0754465,51.5053226,13,1,0,0.1,london
-0.0757188,51.5049428,14,1,0,0.1,london
-0.0762123,51.5042073,15,1,0,0.1,london
-0.0764443,51.5038509,16,1,0,0.1,london
-0.0770639,51.5028975,17,1,0,0.1,london
-0.0776727,51.5022547,1,1,1,1.1,london
-0.0776714,51.5022631,2,1,1,1.1,london
-0.0775883,51.5023683,3,1,1,1.1,london
-0.0773402,51.502698,4,1,1,1.1,london
-0.0776298,51.5022422,1,1,2,2.1,london
-0.0776218,51.5022556,2,1,2,2.1,london
-0.0775105,51.5024108,3,1,2,2.1,london
-0.0773562,51.5026162,4,1,2,2.1,london
-0.0772986,51.5026922,5,1,2,2.1,london
-0.077088,51.5029017,1,1,3,3.1,london
-0.07719,51.5027473,2,1,3,3.1,london
-0.0772905,51.5026154,3,1,3,3.1,london
-0.0773925,51.5024709,4,1,3,3.1,london
-0.0770424,51.5028884,1,1,4,4.1,london
-0.0773562,51.5024576,2,1,4,4.1,london
-0.1396787,51.5023148,1,1,5,5.1,london
-0.1390162,51.502587,2,1,5,5.1,london
-0.1375008,51.5032047,3,1,5,5.1,london
-0.1363474,51.5036822,4,1,5,5.1,london
-0.1396653,51.5022748,1,1,6,6.1,london
-0.1390591,51.5025219,2,1,6,6.1,london
-0.1376268,51.5031179,3,1,6,6.1,london
-0.1363018,51.5036555,4,1,6,6.1,london
-0.1361972,51.5036589,1,1,7,7.1,london
-0.1370957,51.5032815,2,1,7,7.1,london
-0.1386327,51.5026471,3,1,7,7.1,london
-0.1393944,51.5023115,4,1,7,7.1,london
-0.1361623,51.5036405,1,1,8,8.1,london
-0.1372835,51.5031563,2,1,8,8.1,london
-0.1384959,51.5026504,3,1,8,8.1,london
-0.1393703,51.5022798,4,1,8,8.1,london
-0.1394065,51.5023006,1,1,9,9.1,london
-0.1396573,51.502198,2,1,9,9.1,london
-0.1397726,51.5021571,3,1,9,9.1,london
-0.1398249,51.5021379,4,1,9,9.1,london
-0.1399067,51.5021153,5,1,9,9.1,london
-0.1393703,51.5022798,1,1,10,10.1,london
-0.1395017,51.5022247,2,1,10,10.1,london
-0.1396653,51.5021587,3,1,10,10.1,london
-0.13979,51.5021145,4,1,10,10.1,london
-0.1398866,51.5020861,5,1,10,10.1,london
-0.1399067,51.5021153,1,1,11,11.1,london
-0.1399161,51.5021111,2,1,11,11.1,london
-0.1400261,51.5020944,3,1,11,11.1,london
-0.1402004,51.5021103,4,1,11,11.1,london
-0.1403694,51.5021462,5,1,11,11.1,london
-0.1405022,51.5021763,6,1,11,11.1,london
-0.1405907,51.5021829,7,1,11,11.1,london
-0.1410641,51.5021754,8,1,11,11.1,london
-0.1414959,51.5021846,9,1,11,11.1,london
-0.1417749,51.5021963,10,1,11,11.1,london
-0.1398866,51.5020861,1,1,12,12.1,london
-0.1399979,51.5020702,2,1,12,12.1,london
-0.1401092,51.5020711,3,1,12,12.1,london
-0.1402259,51.5020894,4,1,12,12.1,london
-0.1403305,51.5021078,5,1,12,12.1,london
-0.140474,51.5021412,6,1,12,12.1,london
-0.1405692,51.5021487,7,1,12,12.1,london
-0.1408938,51.5021437,8,1,12,12.1,london
-0.1410922,51.5021462,9,1,12,12.1,london
-0.1415294,51.502152,10,1,12,12.1,london
-0.1416636,51.5021562,11,1,12,12.1,london
-0.1417628,51.5021629,12,1,12,12.1,london
-0.1417628,51.5021629,1,1,13,13.1,london
-0.1423475,51.5021763,2,1,13,13.1,london
-0.1438576,51.502228,3,1,13,13.1,london
-0.1450673,51.5022698,4,1,13,13.1,london
-0.1473606,51.5023582,5,1,13,13.1,london
-0.1482242,51.5023866,6,1,13,13.1,london
-0.149513,51.5024593,7,1,13,13.1,london
-0.1495653,51.5024593,8,1,13,13.1,london
-0.1417749,51.5021963,1,1,14,14.1,london
-0.1430261,51.502228,2,1,14,14.1,london
-0.145306,51.5023082,3,1,14,14.1,london
-0.1478192,51.5023983,4,1,14,14.1,london
-0.1488841,51.5024534,5,1,14,14.1,london
-0.1495653,51.5024835,6,1,14,14.1,london
-0.1496243,51.5026371,1,1,15,15.1,london
-0.1495278,51.502577,2,1,15,15.1,london
-0.1494071,51.5025469,3,1,15,15.1,london
-0.1487124,51.5025219,4,1,15,15.1,london
-0.1449144,51.5023766,5,1,15,15.1,london
-0.1426104,51.5022798,6,1,15,15.1,london
-0.1420203,51.5022581,7,1,15,15.1,london
-0.1420163,51.5022681,1,1,16,16.1,london
-0.1419935,51.5022681,2,1,16,16.1,london
-0.1414745,51.5022481,3,1,16,16.1,london
-0.1412129,51.5022464,4,1,16,16.1,london
-0.14082,51.5022706,5,1,16,16.1,london
-0.1405571,51.5022731,6,1,16,16.1,london
-0.1403412,51.5022481,7,1,16,16.1,london
-0.1402125,51.5021996,8,1,16,16.1,london
-0.1420216,51.5022372,1,1,17,17.1,london
-0.1419881,51.5022397,2,1,17,17.1,london
-0.1416542,51.5022272,3,1,17,17.1,london
-0.1413806,51.5022163,4,1,17,17.1,london
-0.1410306,51.5022247,5,1,17,17.1,london
-0.1406872,51.5022439,6,1,17,17.1,london
-0.1405035,51.5022389,7,1,17,17.1,london
-0.1403359,51.5022155,8,1,17,17.1,london
-0.1402366,51.5021788,9,1,17,17.1,london
-0.1499274,51.5026329,1,1,18,18.1,london
-0.1499784,51.5025711,2,1,18,18.1,london
-0.1500602,51.5025043,3,1,18,18.1,london
-0.1501675,51.5024501,4,1,18,18.1,london
-0.1505712,51.5023006,5,1,18,18.1,london
-0.1507924,51.502218,6,1,18,18.1,london
-0.1510526,51.502117,7,1,18,18.1,london
-0.1511572,51.5020694,8,1,18,18.1,london
-0.1512484,51.5020444,9,1,18,18.1,london
-0.1513369,51.5020151,10,1,18,18.1,london
-0.151404,51.5020118,11,1,18,18.1,london
-0.1498792,51.5026387,1,1,19,19.1,london
-0.1499382,51.5025644,2,1,19,19.1,london
-0.1500468,51.5024893,3,1,19,19.1,london
-0.1501568,51.5024317,4,1,19,19.1,london
-0.1503928,51.5023365,5,1,19,19.1,london
-0.150598,51.5022622,6,1,19,19.1,london
-0.1508716,51.5021562,7,1,19,19.1,london
-0.1511478,51.502051,8,1,19,19.1,london
-0.1512726,51.5020076,9,1,19,19.1,london
-0.151345,51.5019859,10,1,19,19.1,london
-0.1513839,51.5019742,11,1,19,19.1,london
-0.1514067,51.5019751,12,1,19,19.1,london
-0.1498255,51.5026296,1,1,20,20.1,london
-0.1498818,51.502567,2,1,20,20.1,london
-0.1500025,51.5024751,3,1,20,20.1,london
-0.1501809,51.50239,4,1,20,20.1,london
-0.1505618,51.5022422,5,1,20,20.1,london
-0.15072,51.5021846,6,1,20,20.1,london
-0.1509628,51.5020853,7,1,20,20.1,london
-0.1511317,51.5020293,8,1,20,20.1,london
-0.1512605,51.5019843,9,1,20,20.1,london
-0.1513423,51.5019534,10,1,20,20.1,london
-0.1514027,51.5019442,11,1,20,20.1,london
-0.1497866,51.5026329,1,1,21,21.1,london
-0.1498201,51.5025686,2,1,21,21.1,london
-0.1499127,51.5024893,3,1,21,21.1,london
-0.1499905,51.5024501,4,1,21,21.1,london
-0.1501554,51.5023825,5,1,21,21.1,london
-0.1505417,51.5022238,6,1,21,21.1,london
-0.1507442,51.5021462,7,1,21,21.1,london
-0.1510432,51.502036,8,1,21,21.1,london
-0.1511894,51.5019859,9,1,21,21.1,london
-0.151286,51.50195,10,1,21,21.1,london
-0.1513638,51.5019208,11,1,21,21.1,london
-0.1514067,51.5019166,12,1,21,21.1,london
-0.151404,51.5020118,1,1,22,22.1,london
-0.151467,51.5020135,2,1,22,22.1,london
-0.1515837,51.5020327,3,1,22,22.1,london
-0.1516548,51.5020644,4,1,22,22.1,london
-0.1517299,51.5021061,5,1,22,22.1,london
-0.151809,51.5021504,6,1,22,22.1,london
-0.1518908,51.5022172,7,1,22,22.1,london
-0.1519445,51.5022806,8,1,22,22.1,london
-0.1520464,51.5024668,9,1,22,22.1,london
-0.1521966,51.5027181,10,1,22,22.1,london
-0.15221,51.5027573,11,1,22,22.1,london
-0.1522073,51.5028124,12,1,22,22.1,london
-0.1514067,51.5019751,1,1,23,23.1,london
-0.1515327,51.5019901,2,1,23,23.1,london
-0.1516454,51.5020151,3,1,23,23.1,london
-0.1517406,51.5020661,4,1,23,23.1,london
-0.1518519,51.5021328,5,1,23,23.1,london
-0.1519176,51.5021738,6,1,23,23.1,london
-0.152033,51.5023382,7,1,23,23.1,london
-0.1521832,51.502622,8,1,23,23.1,london
-0.1522529,51.5027364,9,1,23,23.1,london
-0.1522663,51.5027723,10,1,23,23.1,london
-0.1522529,51.5028182,11,1,23,23.1,london
-0.1514778,51.5017705,1,1,24,24.1,london
-0.1515689,51.5018357,2,1,24,24.1,london
-0.151754,51.5019926,3,1,24,24.1,london
-0.1518586,51.5020794,4,1,24,24.1,london
-0.1519364,51.5021596,5,1,24,24.1,london
-0.152092,51.5023599,6,1,24,24.1,london
-0.1522449,51.5026304,7,1,24,24.1,london
-0.1522985,51.5027306,8,1,24,24.1,london
-0.1523039,51.502774,9,1,24,24.1,london
-0.1523226,51.5028174,10,1,24,24.1,london
-0.15232,51.5028374,11,1,24,24.1,london
-0.1515099,51.5017522,1,1,25,25.1,london
-0.1517487,51.5019358,2,1,25,25.1,london
-0.1518667,51.5020343,3,1,25,25.1,london
-0.151982,51.5021629,4,1,25,25.1,london
-0.1521537,51.5023783,5,1,25,25.1,london
-0.1522636,51.5025686,6,1,25,25.1,london
-0.1523441,51.5027039,7,1,25,25.1,london
-0.1523656,51.5027673,8,1,25,25.1,london
-0.152379,51.5028324,9,1,25,25.1,london
-0.1522073,51.5028124,1,1,26,26.1,london
-0.1522006,51.5028232,2,1,26,26.1,london
-0.1521684,51.5028808,3,1,26,26.1,london
-0.1521496,51.5029217,4,1,26,26.1,london
-0.1521,51.5029802,5,1,26,26.1,london
-0.1520222,51.5030253,6,1,26,26.1,london
-0.151923,51.503047,7,1,26,26.1,london
-0.1515676,51.5031087,8,1,26,26.1,london
-0.1513463,51.5031521,9,1,26,26.1,london
-0.1510982,51.5031906,10,1,26,26.1,london
-0.150889,51.5032331,11,1,26,26.1,london
-0.1522529,51.5028182,1,1,27,27.1,london
-0.1522529,51.5028316,2,1,27,27.1,london
-0.1522167,51.502895,3,1,27,27.1,london
-0.1521523,51.5029869,4,1,27,27.1,london
-0.1520692,51.503042,5,1,27,27.1,london
-0.1519538,51.5030745,6,1,27,27.1,london
-0.1515676,51.5031313,7,1,27,27.1,london
-0.1513088,51.503188,8,1,27,27.1,london
-0.1509829,51.5032431,9,1,27,27.1,london
-0.1509091,51.5032582,10,1,27,27.1,london
-0.15232,51.5028374,1,1,28,28.1,london
-0.1523119,51.5028424,2,1,28,28.1,london
-0.1522717,51.5029134,3,1,28,28.1,london
-0.1522073,51.5030002,4,1,28,28.1,london
-0.1521403,51.5030486,5,1,28,28.1,london
-0.1520517,51.5030795,6,1,28,28.1,london
-0.1519284,51.5030979,7,1,28,28.1,london
-0.1513208,51.5032039,8,1,28,28.1,london
-0.151003,51.5032707,9,1,28,28.1,london
-0.1509306,51.5032824,10,1,28,28.1,london
-0.150889,51.5032331,1,1,29,29.1,london
-0.1508702,51.5032381,2,1,29,29.1,london
-0.1507817,51.5032507,3,1,29,29.1,london
-0.1506114,51.5032582,4,1,29,29.1,london
-0.1504733,51.5032573,5,1,29,29.1,london
-0.1501957,51.5032565,6,1,29,29.1,london
-0.1500562,51.5032523,7,1,29,29.1,london
-0.149961,51.5032348,8,1,29,29.1,london
-0.1498765,51.5031805,9,1,29,29.1,london
-0.1498269,51.5031238,10,1,29,29.1,london
-0.1498201,51.5030703,11,1,29,29.1,london
-0.1498456,51.5028725,12,1,29,29.1,london
-0.1498617,51.5028182,13,1,29,29.1,london
-0.1498657,51.5027731,14,1,29,29.1,london
-0.1498711,51.5027356,15,1,29,29.1,london
-0.1498926,51.5026938,16,1,29,29.1,london
-0.1499248,51.5026396,17,1,29,29.1,london
-0.150889,51.5032331,1,1,30,30.1,london
-0.1508702,51.5032381,2,1,30,30.1,london
-0.1507656,51.5032515,3,1,30,30.1,london
-0.1505645,51.5032573,4,1,30,30.1,london
-0.1501594,51.5032515,5,1,30,30.1,london
-0.1499985,51.503244,6,1,30,30.1,london
-0.1498872,51.5031947,7,1,30,30.1,london
-0.1498148,51.5031221,8,1,30,30.1,london
-0.1497853,51.5030411,9,1,30,30.1,london
-0.1497839,51.5029585,10,1,30,30.1,london
-0.1498108,51.5028266,11,1,30,30.1,london
-0.1498215,51.5027706,12,1,30,30.1,london
-0.1498282,51.5027214,13,1,30,30.1,london
-0.149855,51.5026605,14,1,30,30.1,london
-0.1498751,51.5026454,15,1,30,30.1,london
-0.1509091,51.5032582,1,1,31,31.1,london
-0.1507951,51.5032749,2,1,31,31.1,london
-0.1505832,51.5032857,3,1,31,31.1,london
-0.150421,51.5032849,4,1,31,31.1,london
-0.1501366,51.5032774,5,1,31,31.1,london
-0.1499864,51.5032699,6,1,31,31.1,london
-0.1498631,51.5032256,7,1,31,31.1,london
-0.1497906,51.5031739,8,1,31,31.1,london
-0.1497437,51.5031146,9,1,31,31.1,london
-0.149745,51.5029902,10,1,31,31.1,london
-0.1497558,51.5028875,11,1,31,31.1,london
-0.1497692,51.502799,12,1,31,31.1,london
-0.1497839,51.5027506,13,1,31,31.1,london
-0.1497947,51.5026888,14,1,31,31.1,london
-0.1498255,51.5026296,15,1,31,31.1,london
-0.1509306,51.5032824,1,1,32,32.1,london
-0.1507978,51.5033024,2,1,32,32.1,london
-0.1505618,51.5033083,3,1,32,32.1,london
-0.1503794,51.5033183,4,1,32,32.1,london
-0.150134,51.5033149,5,1,32,32.1,london
-0.1499341,51.5032982,6,1,32,32.1,london
-0.1498309,51.503264,7,1,32,32.1,london
-0.1497544,51.5032039,8,1,32,32.1,london
-0.1496981,51.5031163,9,1,32,32.1,london
-0.1496941,51.5030219,10,1,32,32.1,london
-0.1497088,51.5028942,11,1,32,32.1,london
-0.149737,51.5027498,12,1,32,32.1,london
-0.1497531,51.5026771,13,1,32,32.1,london
-0.1497866,51.5026329,14,1,32,32.1,london
-0.1508233,51.5034268,1,1,33,33.1,london
-0.1508193,51.5034159,2,1,33,33.1,london
-0.1507911,51.5033809,3,1,33,33.1,london
-0.1506878,51.5033508,4,1,33,33.1,london
-0.1505041,51.5033492,5,1,33,33.1,london
-0.1502319,51.5033475,6,1,33,33.1,london
-0.1499462,51.5033316,7,1,33,33.1,london
-0.1498188,51.5032974,8,1,33,33.1,london
-0.1497316,51.5032373,9,1,33,33.1,london
-0.1496659,51.5031313,10,1,33,33.1,london
-0.1496445,51.503057,11,1,33,33.1,london
-0.1496579,51.5029844,12,1,33,33.1,london
-0.1496713,51.5028383,13,1,33,33.1,london
-0.1496954,51.5027489,14,1,33,33.1,london
-0.1497075,51.5026863,15,1,33,33.1,london
-0.1497303,51.5026312,16,1,33,33.1,london
-0.1443512,51.5059211,1,1,34,34.1,london
-0.1449144,51.5056189,2,1,34,34.1,london
-0.1455635,51.5052633,3,1,34,34.1,london
-0.1459712,51.5050747,4,1,34,34.1,london
-0.1461804,51.5049628,5,1,34,34.1,london
-0.1464218,51.5049611,1,1,35,35.1,london
-0.1463869,51.5049645,2,1,35,35.1,london
-0.1460785,51.5051264,3,1,35,35.1,london
-0.1456225,51.5053635,4,1,35,35.1,london
-0.1452443,51.5055805,5,1,35,35.1,london
-0.1448607,51.5057775,6,1,35,35.1,london
-0.1447079,51.5058543,7,1,35,35.1,london
-0.1464057,51.5049227,1,1,36,36.1,london
-0.1463762,51.5049311,2,1,36,36.1,london
-0.1460248,51.5051181,3,1,36,36.1,london
-0.1454616,51.5054169,4,1,36,36.1,london
-0.1451182,51.5056006,5,1,36,36.1,london
-0.1446784,51.5058293,6,1,36,36.1,london
-0.1507455,51.5034335,1,1,37,37.1,london
-0.1507267,51.5034168,2,1,37,37.1,london
-0.1506221,51.5033867,3,1,37,37.1,london
-0.1499248,51.5033851,4,1,37,37.1,london
-0.1497665,51.5034034,5,1,37,37.1,london
-0.1495278,51.5035119,6,1,37,37.1,london
-0.1486909,51.503896,7,1,37,37.1,london
-0.1485005,51.5039327,8,1,37,37.1,london
-0.1475886,51.5043818,9,1,37,37.1,london
-0.1469287,51.5046957,10,1,37,37.1,london
-0.1466927,51.5048209,11,1,37,37.1,london
-0.1464513,51.5049428,12,1,37,37.1,london
-0.1495278,51.5033784,1,1,38,38.1,london
-0.1495117,51.5033901,2,1,38,38.1,london
-0.1494339,51.5034335,3,1,38,38.1,london
-0.1492998,51.5034719,4,1,38,38.1,london
-0.1492542,51.5035069,5,1,38,38.1,london
-0.1491174,51.5035654,6,1,38,38.1,london
-0.1488411,51.5036989,7,1,38,38.1,london
-0.1482591,51.5039761,8,1,38,38.1,london
-0.1479399,51.5041197,9,1,38,38.1,london
-0.1476288,51.5042933,10,1,38,38.1,london
-0.1471728,51.5045404,11,1,38,38.1,london
-0.1467517,51.5047541,12,1,38,38.1,london
-0.1464057,51.5049227,13,1,38,38.1,london
-0.1446837,51.505861,1,1,39,39.1,london
-0.1443028,51.5060613,2,1,39,39.1,london
-0.1438281,51.5062967,3,1,39,39.1,london
-0.1435894,51.5064136,4,1,39,39.1,london
-0.1435733,51.5064286,1,1,40,40.1,london
-0.1435357,51.5064453,2,1,40,40.1,london
-0.1430154,51.5067208,3,1,40,40.1,london
-0.1425487,51.5069512,4,1,40,40.1,london
-0.1422241,51.5071164,5,1,40,40.1,london
-0.1435491,51.5064103,1,1,41,41.1,london
-0.1435277,51.5064186,2,1,41,41.1,london
-0.1430234,51.5066774,3,1,41,41.1,london
-0.1423877,51.5069979,4,1,41,41.1,london
-0.1421919,51.5070981,5,1,41,41.1,london
-0.1422013,51.5071281,1,1,42,42.1,london
-0.1421906,51.507134,2,1,42,42.1,london
-0.1418902,51.5072842,3,1,42,42.1,london
-0.1415294,51.5074503,4,1,42,42.1,london
-0.1414812,51.5074737,5,1,42,42.1,london
-0.1421611,51.5071106,1,1,43,43.1,london
-0.1421504,51.5071198,2,1,43,43.1,london
-0.1418795,51.5072492,3,1,43,43.1,london
-0.1415978,51.5073735,4,1,43,43.1,london
-0.1414476,51.5074512,5,1,43,43.1,london
-0.1414704,51.5074745,1,1,44,44.1,london
-0.1414289,51.5074904,2,1,44,44.1,london
-0.1412009,51.5075922,3,1,44,44.1,london
-0.141001,51.5076849,4,1,44,44.1,london
-0.1407301,51.5077917,5,1,44,44.1,london
-0.1406872,51.5078093,6,1,44,44.1,london
-0.1414476,51.5074512,1,1,45,45.1,london
-0.1414302,51.5074587,2,1,45,45.1,london
-0.1411794,51.5075689,3,1,45,45.1,london
-0.1409461,51.5076615,4,1,45,45.1,london
-0.1407033,51.5077525,5,1,45,45.1,london
-0.1406577,51.5077759,6,1,45,45.1,london
-0.141044,51.5075488,1,1,46,46.1,london
-0.1413591,51.5074044,2,1,46,46.1,london
-0.1417091,51.5072467,3,1,46,46.1,london
-0.141799,51.5071982,4,1,46,46.1,london
-0.141799,51.5071982,1,1,47,47.1,london
-0.1418151,51.5071857,2,1,47,47.1,london
-0.1421276,51.5070555,3,1,47,47.1,london
-0.142263,51.5069979,4,1,47,47.1,london
-0.1429108,51.5066899,5,1,47,47.1,london
-0.1430623,51.5066031,6,1,47,47.1,london
-0.1432447,51.5065012,7,1,47,47.1,london
-0.1403157,51.5064729,1,1,48,48.1,london
-0.1403171,51.5064837,2,1,48,48.1,london
-0.1405504,51.5067275,3,1,48,48.1,london
-0.1408388,51.5070455,4,1,48,48.1,london
-0.1410158,51.5072341,5,1,48,48.1,london
-0.1411553,51.5073752,6,1,48,48.1,london
-0.1393984,51.5082383,1,1,49,49.1,london
-0.1393676,51.508245,2,1,49,49.1,london
-0.1391423,51.5083226,3,1,49,49.1,london
-0.1389076,51.5083919,4,1,49,49.1,london
-0.1388191,51.5084161,5,1,49,49.1,london
-0.1386568,51.5085004,1,1,50,50.1,london
-0.1382035,51.5086523,2,1,50,50.1,london
-0.1377475,51.5087925,3,1,50,50.1,london
-0.1374525,51.508881,4,1,50,50.1,london
-0.1372594,51.5089461,5,1,50,50.1,london
-0.1372594,51.5089461,1,1,51,51.1,london
-0.1368088,51.5090947,2,1,51,51.1,london
-0.1362616,51.5092817,3,1,51,51.1,london
-0.1359746,51.5093735,4,1,51,51.1,london
-0.1359665,51.5093793,1,1,52,52.1,london
-0.1359585,51.5093877,2,1,52,52.1,london
-0.1356889,51.5094678,3,1,52,52.1,london
-0.135131,51.5096406,4,1,52,52.1,london
-0.13506,51.509669,5,1,52,52.1,london
-0.1347502,51.5096907,1,1,53,53.1,london
-0.1350452,51.509598,2,1,53,53.1,london
-0.1355709,51.5094311,3,1,53,53.1,london
-0.1357815,51.5093568,4,1,53,53.1,london
-0.1357815,51.5093568,1,1,54,54.1,london
-0.1361959,51.5092116,2,1,54,54.1,london
-0.1365352,51.5091022,3,1,54,54.1,london
-0.136739,51.5090196,4,1,54,54.1,london
-0.1368865,51.5089687,5,1,54,54.1,london
-0.1370367,51.5089278,6,1,54,54.1,london
-0.1326795,51.5072007,1,1,55,55.1,london
-0.1328297,51.5073769,2,1,55,55.1,london
-0.1328994,51.5074612,3,1,55,55.1,london
-0.1328874,51.5075138,4,1,55,55.1,london
-0.1329021,51.5076098,5,1,55,55.1,london
-0.1330416,51.50776,6,1,55,55.1,london
-0.1330765,51.5078034,7,1,55,55.1,london
-0.1323335,51.5073043,1,1,56,56.1,london
-0.1323201,51.5073084,2,1,56,56.1,london
-0.1321538,51.5073735,3,1,56,56.1,london
-0.1319392,51.5074487,4,1,56,56.1,london
-0.131494,51.5075989,5,1,56,56.1,london
-0.1313464,51.507649,6,1,56,56.1,london
-0.1317863,51.5086281,1,1,57,57.1,london
-0.131781,51.5086189,2,1,57,57.1,london
-0.1315677,51.5083385,3,1,57,57.1,london
-0.1313612,51.5080997,4,1,57,57.1,london
-0.1311868,51.5079086,5,1,57,57.1,london
-0.1318225,51.5086156,1,1,58,58.1,london
-0.1316468,51.5083744,2,1,58,58.1,london
-0.1314658,51.5081598,3,1,58,58.1,london
-0.1312378,51.5078952,4,1,58,58.1,london
-0.1318735,51.5086006,1,1,59,59.1,london
-0.1318641,51.5085889,2,1,59,59.1,london
-0.1317219,51.5084044,3,1,59,59.1,london
-0.1315168,51.508164,4,1,59,59.1,london
-0.1313062,51.5079253,5,1,59,59.1,london
-0.131274,51.507891,6,1,59,59.1,london
-0.1287648,51.5074854,1,1,60,60.1,london
-0.1289968,51.5075129,2,1,60,60.1,london
-0.1295292,51.5075814,3,1,60,60.1,london
-0.1299436,51.5076206,4,1,60,60.1,london
-0.130228,51.5076573,5,1,60,60.1,london
-0.1305498,51.5076857,6,1,60,60.1,london
-0.1306745,51.5076974,7,1,60,60.1,london
-0.1307403,51.5077066,8,1,60,60.1,london
-0.1307952,51.5077049,9,1,60,60.1,london
-0.1287755,51.5074578,1,1,61,61.1,london
-0.1287849,51.5074595,2,1,61,61.1,london
-0.1291859,51.5075129,3,1,61,61.1,london
-0.1297921,51.507583,4,1,61,61.1,london
-0.1302467,51.5076265,5,1,61,61.1,london
-0.1305203,51.5076573,6,1,61,61.1,london
-0.1307148,51.5076782,7,1,61,61.1,london
-0.1307912,51.5076832,8,1,61,61.1,london
-0.1281734,51.5074028,1,1,62,62.1,london
-0.1283517,51.5074487,2,1,62,62.1,london
-0.1284724,51.5074562,3,1,62,62.1,london
-0.1287501,51.5074829,4,1,62,62.1,london
-0.1282042,51.5073769,1,1,63,63.1,london
-0.1282807,51.5073977,2,1,63,63.1,london
-0.1284282,51.5074203,3,1,63,63.1,london
-0.1285797,51.5074378,4,1,63,63.1,london
-0.1287541,51.5074528,5,1,63,63.1,london
-0.1280996,51.5071432,1,1,64,64.1,london
-0.1280929,51.5071515,2,1,64,64.1,london
-0.1280527,51.5072199,3,1,64,64.1,london
-0.128046,51.5072934,4,1,64,64.1,london
-0.1280755,51.5073602,5,1,64,64.1,london
-0.1280701,51.5074228,6,1,64,64.1,london
-0.1280648,51.5071281,1,1,65,65.1,london
-0.1280272,51.5071807,2,1,65,65.1,london
-0.1280057,51.5072467,3,1,65,65.1,london
-0.1280111,51.5072951,4,1,65,65.1,london
-0.1280232,51.5073401,5,1,65,65.1,london
-0.1280285,51.5073902,6,1,65,65.1,london
-0.1280138,51.5074086,7,1,65,65.1,london
-0.128911,51.5075822,1,1,66,66.1,london
-0.1286723,51.507568,2,1,66,66.1,london
-0.1284684,51.5075522,3,1,66,66.1,london
-0.1283692,51.5075455,4,1,66,66.1,london
-0.128915,51.5075597,1,1,67,67.1,london
-0.128679,51.5075413,2,1,67,67.1,london
-0.1284617,51.5075221,3,1,67,67.1,london
-0.1283598,51.5075179,4,1,67,67.1,london
-0.1283598,51.5075338,1,1,68,68.1,london
-0.1283491,51.507533,2,1,68,68.1,london
-0.1281922,51.5075355,3,1,68,68.1,london
-0.1279534,51.5075613,4,1,68,68.1,london
-0.1276691,51.5076123,5,1,68,68.1,london
-0.1274787,51.507659,6,1,68,68.1,london
-0.1280393,51.5074203,1,1,69,69.1,london
-0.1280379,51.5074286,2,1,69,69.1,london
-0.127967,51.507491,3,1,69,69.1,london
-0.1278354,51.5075313,4,1,69,69.1,london
-0.1276249,51.5075505,5,1,69,69.1,london
-0.1275176,51.507543,6,1,69,69.1,london
-0.1274559,51.5075221,7,1,69,69.1,london
-0.12805,51.5074245,1,1,70,70.1,london
-0.1280379,51.5074286,2,1,70,70.1,london
-0.127967,51.507491,3,1,70,70.1,london
-0.1278837,51.5075238,4,1,70,70.1,london
-0.1277563,51.5075622,5,1,70,70.1,london
-0.1276235,51.5075797,6,1,70,70.1,london
-0.127506,51.507577,7,1,70,70.1,london
-0.1274291,51.507568,8,1,70,70.1,london
-0.127409,51.5075572,9,1,70,70.1,london
-0.1271434,51.5074445,1,1,71,71.1,london
-0.1270455,51.5074115,2,1,71,71.1,london
-0.1268732,51.5073585,3,1,71,71.1,london
-0.1266646,51.5073097,4,1,71,71.1,london
-0.1264105,51.5072692,5,1,71,71.1,london
-0.125815,51.5071561,6,1,71,71.1,london
-0.1253215,51.5070476,7,1,71,71.1,london
-0.1252471,51.5070138,1,1,72,72.1,london
-0.1252672,51.5070121,2,1,72,72.1,london
-0.1256655,51.5070981,3,1,72,72.1,london
-0.1262864,51.5072149,4,1,72,72.1,london
-0.1266794,51.5072876,5,1,72,72.1,london
-0.1269798,51.5073118,6,1,72,72.1,london
-0.127071,51.5073193,7,1,72,72.1,london
-0.126847,51.506043,1,1,73,73.1,london
-0.1268283,51.5060463,2,1,73,73.1,london
-0.1262596,51.5061949,3,1,73,73.1,london
-0.1257795,51.5063318,4,1,73,73.1,london
-0.1255381,51.5064136,5,1,73,73.1,london
-0.1252565,51.5065071,6,1,73,73.1,london
-0.1251304,51.5066323,7,1,73,73.1,london
-0.1250339,51.5067959,8,1,73,73.1,london
-0.1250044,51.5068393,9,1,73,73.1,london
-0.1252699,51.507058,1,1,74,74.1,london
-0.1248783,51.5069946,2,1,74,74.1,london
-0.1240683,51.5068326,3,1,74,74.1,london
